feedback_id,project_id,user_id,feedback_type,feedback_text,priority,sentiment,channel,created_at
FDBK00011657,PROJ000221,USR000573,Improvement,Reduce loading times.,Critical,Negative,Mobile,2024-12-15
FDBK00011658,PROJ000191,USR000105,Complaint,Reports are difficult to understand.,Medium,Neutral,Email,2025-06-13
FDBK00011659,PROJ000070,USR000064,Complaint,Reports are difficult to understand.,Critical,Positive,Email,2026-06-02
FDBK00011660,PROJ000064,USR000231,Question,Can I restore deleted tickets?,Critical,Negative,Email,2026-05-06
FDBK00011661,PROJ000182,USR000046,Bug Report,Application crashes while generating reports.,Low,Neutral,Survey,2024-11-03
FDBK00011662,PROJ000114,USR000408,Complaint,Workflow is confusing.,Critical,Neutral,Mobile,2025-12-24
FDBK00011663,PROJ000016,USR000787,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Support Ticket,2026-03-25
FDBK00011664,PROJ000073,USR000613,Question,How do permissions work?,Critical,Negative,Email,2025-09-23
FDBK00011665,PROJ000244,USR000780,Improvement,Enhance dashboard usability.,Medium,Negative,Web,2026-02-10
FDBK00011666,PROJ000101,USR000519,Praise,Excellent dashboard experience.,Low,Positive,Survey,2026-01-23
FDBK00011667,PROJ000118,USR000086,Feature Request,Integrate with Slack notifications.,Low,Positive,Email,2025-06-28
FDBK00011668,PROJ000191,USR000106,Praise,Great collaboration features.,Low,Negative,Email,2025-01-30
FDBK00011669,PROJ000004,USR000010,Bug Report,Login page becomes unresponsive after timeout.,Critical,Negative,Support Ticket,2026-03-15
FDBK00011670,PROJ000242,USR000408,Improvement,Simplify navigation menus.,Medium,Neutral,Web,2025-06-20
FDBK00011671,PROJ000218,USR000485,Question,How do I archive projects?,Medium,Negative,Support Ticket,2026-02-27
FDBK00011672,PROJ000145,USR000444,Praise,Excellent dashboard experience.,Low,Negative,Email,2025-07-12
FDBK00011673,PROJ000088,USR000458,Praise,Great collaboration features.,Medium,Neutral,Survey,2026-06-16
FDBK00011674,PROJ000091,USR000126,Feature Request,Provide export to PDF option.,Medium,Positive,Email,2025-01-12
FDBK00011675,PROJ000060,USR000767,Bug Report,Application crashes while generating reports.,Medium,Negative,Email,2026-02-03
FDBK00011676,PROJ000097,USR000144,Praise,Very intuitive interface.,Medium,Negative,Survey,2025-04-08
FDBK00011677,PROJ000018,USR000169,Complaint,Too many unnecessary notifications.,Critical,Negative,Web,2024-09-27
FDBK00011678,PROJ000148,USR000543,Bug Report,Search results are inaccurate.,Medium,Neutral,Email,2025-07-06
FDBK00011679,PROJ000036,USR000799,Improvement,Optimize search experience.,High,Neutral,Email,2025-06-23
FDBK00011680,PROJ000051,USR000797,Complaint,Workflow is confusing.,Critical,Negative,Survey,2026-06-09
FDBK00011681,PROJ000114,USR000286,Feature Request,Enable custom dashboard widgets.,High,Neutral,Survey,2025-09-04
FDBK00011682,PROJ000209,USR000737,Bug Report,Dashboard takes too long to load.,Low,Neutral,Mobile,2025-10-20
FDBK00011683,PROJ000146,USR000518,Praise,Excellent dashboard experience.,Medium,Neutral,Email,2025-04-12
FDBK00011684,PROJ000229,USR000646,Bug Report,Notification emails are duplicated.,Medium,Positive,Web,2025-05-06
FDBK00011685,PROJ000214,USR000055,Bug Report,Search results are inaccurate.,Critical,Neutral,Support Ticket,2025-06-12
FDBK00011686,PROJ000036,USR000032,Feature Request,Provide export to PDF option.,Medium,Positive,Email,2026-02-22
FDBK00011687,PROJ000164,USR000188,Bug Report,Search results are inaccurate.,High,Positive,Mobile,2025-12-24
FDBK00011688,PROJ000138,USR000389,Question,How do permissions work?,Critical,Negative,Mobile,2025-10-04
FDBK00011689,PROJ000174,USR000768,Improvement,Enhance dashboard usability.,High,Neutral,Email,2024-12-07
FDBK00011690,PROJ000047,USR000534,Question,Can I restore deleted tickets?,Low,Positive,Email,2024-09-28
FDBK00011691,PROJ000017,USR000110,Question,Can I restore deleted tickets?,High,Positive,Web,2026-07-22
FDBK00011692,PROJ000132,USR000727,Complaint,Reports are difficult to understand.,Medium,Neutral,Email,2024-08-17
FDBK00011693,PROJ000016,USR000059,Complaint,Application freezes frequently.,Medium,Neutral,Web,2026-02-05
FDBK00011694,PROJ000072,USR000049,Question,How do I archive projects?,High,Neutral,Mobile,2025-08-30
FDBK00011695,PROJ000181,USR000363,Feature Request,Integrate with Slack notifications.,Critical,Negative,Support Ticket,2026-04-03
FDBK00011696,PROJ000190,USR000702,Improvement,Enhance dashboard usability.,Critical,Neutral,Web,2026-07-06
FDBK00011697,PROJ000130,USR000296,Complaint,Application freezes frequently.,Critical,Neutral,Mobile,2025-10-29
FDBK00011698,PROJ000176,USR000535,Complaint,Support response is too slow.,High,Negative,Mobile,2024-12-25
FDBK00011699,PROJ000067,USR000527,Question,Is API access available?,Critical,Positive,Survey,2026-05-05
FDBK00011700,PROJ000110,USR000575,Praise,Excellent dashboard experience.,Critical,Neutral,Web,2025-10-23
FDBK00011701,PROJ000074,USR000640,Improvement,Improve application performance.,Low,Negative,Email,2024-08-30
FDBK00011702,PROJ000191,USR000711,Praise,Fast and reliable platform.,Medium,Neutral,Email,2025-05-02
FDBK00011703,PROJ000155,USR000706,Feature Request,Integrate with Slack notifications.,Critical,Neutral,Email,2026-01-31
FDBK00011704,PROJ000237,USR000603,Question,Can I restore deleted tickets?,High,Neutral,Web,2025-11-29
FDBK00011705,PROJ000150,USR000553,Bug Report,Notification emails are duplicated.,Critical,Neutral,Survey,2024-12-30
FDBK00011706,PROJ000114,USR000602,Question,How do permissions work?,Medium,Neutral,Web,2025-03-25
FDBK00011707,PROJ000101,USR000158,Feature Request,Provide export to PDF option.,Medium,Positive,Email,2025-11-17
FDBK00011708,PROJ000103,USR000037,Question,Is API access available?,Critical,Neutral,Support Ticket,2024-09-02
FDBK00011709,PROJ000154,USR000540,Praise,Excellent dashboard experience.,Critical,Negative,Support Ticket,2026-01-09
FDBK00011710,PROJ000136,USR000468,Question,Is API access available?,High,Positive,Survey,2025-04-22
FDBK00011711,PROJ000132,USR000552,Bug Report,Search results are inaccurate.,Medium,Positive,Support Ticket,2025-04-30
FDBK00011712,PROJ000208,USR000047,Improvement,Improve application performance.,High,Negative,Web,2025-03-18
FDBK00011713,PROJ000037,USR000069,Feature Request,Add dark mode support.,Medium,Neutral,Support Ticket,2024-11-03
FDBK00011714,PROJ000219,USR000195,Question,How do I archive projects?,Low,Neutral,Email,2026-03-28
FDBK00011715,PROJ000109,USR000397,Feature Request,Add dark mode support.,Critical,Positive,Web,2025-04-08
FDBK00011716,PROJ000027,USR000318,Feature Request,Add dark mode support.,Medium,Negative,Web,2024-07-23
FDBK00011717,PROJ000102,USR000588,Praise,Great collaboration features.,Critical,Negative,Support Ticket,2026-01-22
FDBK00011718,PROJ000237,USR000192,Feature Request,Provide export to PDF option.,Medium,Positive,Mobile,2025-03-12
FDBK00011719,PROJ000120,USR000664,Improvement,Optimize search experience.,Critical,Positive,Support Ticket,2025-12-19
FDBK00011720,PROJ000234,USR000128,Praise,Very intuitive interface.,Medium,Positive,Email,2025-03-10
FDBK00011721,PROJ000114,USR000214,Praise,Fast and reliable platform.,Critical,Positive,Email,2025-02-01
FDBK00011722,PROJ000237,USR000364,Improvement,Optimize search experience.,Medium,Neutral,Support Ticket,2025-08-16
FDBK00011723,PROJ000202,USR000447,Complaint,Application freezes frequently.,Low,Neutral,Web,2025-11-26
FDBK00011724,PROJ000145,USR000202,Complaint,Workflow is confusing.,High,Positive,Survey,2024-10-17
FDBK00011725,PROJ000010,USR000431,Bug Report,Dashboard takes too long to load.,Critical,Positive,Support Ticket,2025-01-15
FDBK00011726,PROJ000088,USR000259,Complaint,Too many unnecessary notifications.,High,Negative,Email,2025-03-25
FDBK00011727,PROJ000192,USR000210,Feature Request,Add dark mode support.,Critical,Neutral,Email,2025-01-18
FDBK00011728,PROJ000166,USR000167,Improvement,Simplify navigation menus.,Low,Negative,Survey,2025-11-27
FDBK00011729,PROJ000061,USR000017,Improvement,Reduce loading times.,High,Negative,Support Ticket,2025-05-13
FDBK00011730,PROJ000189,USR000225,Feature Request,Integrate with Slack notifications.,Low,Negative,Mobile,2026-02-04
FDBK00011731,PROJ000059,USR000476,Feature Request,Enable custom dashboard widgets.,High,Positive,Support Ticket,2024-12-23
FDBK00011732,PROJ000246,USR000500,Question,How do permissions work?,High,Positive,Survey,2026-01-21
FDBK00011733,PROJ000068,USR000543,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Survey,2024-08-02
FDBK00011734,PROJ000148,USR000361,Bug Report,Application crashes while generating reports.,Low,Positive,Web,2025-01-17
FDBK00011735,PROJ000185,USR000620,Feature Request,Integrate with Slack notifications.,Critical,Positive,Web,2026-02-28
FDBK00011736,PROJ000205,USR000415,Feature Request,Provide export to PDF option.,High,Negative,Email,2024-08-06
FDBK00011737,PROJ000013,USR000536,Praise,Very intuitive interface.,High,Positive,Email,2025-02-24
FDBK00011738,PROJ000228,USR000064,Bug Report,Notification emails are duplicated.,Critical,Neutral,Email,2025-12-18
FDBK00011739,PROJ000047,USR000219,Praise,Fast and reliable platform.,Low,Positive,Mobile,2025-07-05
FDBK00011740,PROJ000153,USR000228,Improvement,Reduce loading times.,High,Negative,Web,2026-06-29
FDBK00011741,PROJ000023,USR000448,Improvement,Enhance dashboard usability.,Critical,Neutral,Support Ticket,2026-05-05
FDBK00011742,PROJ000089,USR000610,Bug Report,Application crashes while generating reports.,Low,Positive,Support Ticket,2024-12-27
FDBK00011743,PROJ000215,USR000452,Praise,Fast and reliable platform.,Low,Negative,Support Ticket,2025-04-19
FDBK00011744,PROJ000044,USR000512,Complaint,Application freezes frequently.,Low,Negative,Mobile,2025-02-08
FDBK00011745,PROJ000212,USR000375,Bug Report,Login page becomes unresponsive after timeout.,Critical,Positive,Web,2025-05-02
FDBK00011746,PROJ000142,USR000432,Feature Request,Support multilingual interface.,Medium,Neutral,Email,2024-07-23
FDBK00011747,PROJ000209,USR000026,Bug Report,Dashboard takes too long to load.,Low,Neutral,Survey,2024-10-04
FDBK00011748,PROJ000173,USR000441,Improvement,Simplify navigation menus.,Low,Positive,Web,2025-12-28
FDBK00011749,PROJ000096,USR000724,Improvement,Reduce loading times.,High,Negative,Mobile,2026-01-14
FDBK00011750,PROJ000004,USR000004,Complaint,Too many unnecessary notifications.,High,Positive,Support Ticket,2025-12-03
FDBK00011751,PROJ000088,USR000535,Improvement,Enhance dashboard usability.,Medium,Negative,Mobile,2024-12-15
FDBK00011752,PROJ000174,USR000512,Question,How do I archive projects?,Critical,Neutral,Web,2026-04-12
FDBK00011753,PROJ000028,USR000780,Feature Request,Add dark mode support.,Low,Neutral,Support Ticket,2026-04-28
FDBK00011754,PROJ000040,USR000008,Improvement,Improve application performance.,Critical,Positive,Web,2025-01-10
FDBK00011755,PROJ000191,USR000710,Bug Report,Search results are inaccurate.,Low,Negative,Mobile,2025-11-20
FDBK00011756,PROJ000235,USR000484,Feature Request,Enable custom dashboard widgets.,Medium,Negative,Support Ticket,2024-12-11
FDBK00011757,PROJ000158,USR000760,Improvement,Reduce loading times.,Critical,Neutral,Web,2024-08-24
FDBK00011758,PROJ000122,USR000688,Question,Can I restore deleted tickets?,Critical,Neutral,Email,2024-08-01
FDBK00011759,PROJ000211,USR000146,Feature Request,Support multilingual interface.,Critical,Negative,Mobile,2026-04-18
FDBK00011760,PROJ000229,USR000731,Question,Is API access available?,Medium,Negative,Web,2025-11-07
FDBK00011761,PROJ000032,USR000028,Question,How do permissions work?,Low,Neutral,Mobile,2024-10-07
FDBK00011762,PROJ000221,USR000246,Bug Report,Notification emails are duplicated.,Low,Positive,Web,2025-08-28
FDBK00011763,PROJ000087,USR000749,Question,Where can I export analytics?,Low,Positive,Email,2024-09-15
FDBK00011764,PROJ000079,USR000139,Feature Request,Support multilingual interface.,High,Negative,Support Ticket,2025-09-25
FDBK00011765,PROJ000160,USR000615,Question,How do permissions work?,Medium,Negative,Email,2025-08-16
FDBK00011766,PROJ000091,USR000084,Bug Report,Login page becomes unresponsive after timeout.,Critical,Negative,Web,2026-05-27
FDBK00011767,PROJ000116,USR000660,Improvement,Enhance dashboard usability.,Critical,Negative,Email,2025-06-09
FDBK00011768,PROJ000028,USR000356,Question,How do I archive projects?,Medium,Negative,Email,2024-09-19
FDBK00011769,PROJ000039,USR000729,Praise,Fast and reliable platform.,Critical,Negative,Mobile,2024-12-14
FDBK00011770,PROJ000089,USR000755,Improvement,Reduce loading times.,Low,Negative,Web,2025-10-27
FDBK00011771,PROJ000054,USR000713,Complaint,Reports are difficult to understand.,High,Positive,Email,2026-05-31
FDBK00011772,PROJ000051,USR000579,Improvement,Reduce loading times.,High,Negative,Mobile,2024-09-11
FDBK00011773,PROJ000108,USR000054,Improvement,Optimize search experience.,Medium,Positive,Mobile,2025-04-17
FDBK00011774,PROJ000216,USR000511,Praise,Great collaboration features.,High,Positive,Survey,2025-03-07
FDBK00011775,PROJ000013,USR000396,Praise,Fast and reliable platform.,Critical,Neutral,Support Ticket,2026-05-08
FDBK00011776,PROJ000207,USR000450,Feature Request,Integrate with Slack notifications.,Medium,Neutral,Survey,2025-12-31
FDBK00011777,PROJ000198,USR000600,Improvement,Enhance dashboard usability.,Low,Neutral,Mobile,2026-02-04
FDBK00011778,PROJ000037,USR000381,Improvement,Simplify navigation menus.,Low,Positive,Web,2026-03-14
FDBK00011779,PROJ000233,USR000386,Bug Report,Search results are inaccurate.,Medium,Negative,Email,2025-07-20
FDBK00011780,PROJ000167,USR000077,Feature Request,Provide export to PDF option.,Low,Neutral,Support Ticket,2026-03-24
FDBK00011781,PROJ000216,USR000420,Question,How do I archive projects?,Critical,Positive,Web,2025-11-10
FDBK00011782,PROJ000139,USR000594,Improvement,Enhance dashboard usability.,Critical,Negative,Support Ticket,2026-07-18
FDBK00011783,PROJ000046,USR000513,Bug Report,Dashboard takes too long to load.,Medium,Negative,Support Ticket,2025-05-09
FDBK00011784,PROJ000037,USR000388,Improvement,Improve application performance.,High,Positive,Support Ticket,2024-11-20
FDBK00011785,PROJ000074,USR000673,Complaint,Reports are difficult to understand.,High,Negative,Support Ticket,2025-11-12
FDBK00011786,PROJ000175,USR000541,Improvement,Improve application performance.,High,Neutral,Mobile,2025-10-04
FDBK00011787,PROJ000168,USR000716,Feature Request,Integrate with Slack notifications.,Low,Neutral,Mobile,2026-06-25
FDBK00011788,PROJ000076,USR000370,Improvement,Simplify navigation menus.,High,Negative,Support Ticket,2024-12-10
FDBK00011789,PROJ000088,USR000786,Praise,Fast and reliable platform.,High,Neutral,Web,2025-04-28
FDBK00011790,PROJ000151,USR000220,Improvement,Reduce loading times.,Medium,Negative,Survey,2025-12-29
FDBK00011791,PROJ000083,USR000677,Complaint,Application freezes frequently.,Low,Negative,Survey,2025-06-18
FDBK00011792,PROJ000125,USR000794,Complaint,Application freezes frequently.,Low,Positive,Survey,2025-06-23
FDBK00011793,PROJ000060,USR000267,Improvement,Improve application performance.,High,Negative,Web,2025-08-15
FDBK00011794,PROJ000064,USR000403,Feature Request,Support multilingual interface.,Medium,Negative,Email,2025-03-21
FDBK00011795,PROJ000203,USR000116,Praise,AI suggestions are extremely useful.,Low,Positive,Email,2024-09-09
FDBK00011796,PROJ000040,USR000201,Improvement,Reduce loading times.,Critical,Positive,Survey,2024-12-02
FDBK00011797,PROJ000130,USR000187,Feature Request,Integrate with Slack notifications.,Critical,Neutral,Email,2025-02-14
FDBK00011798,PROJ000180,USR000540,Bug Report,Notification emails are duplicated.,High,Negative,Mobile,2025-04-16
FDBK00011799,PROJ000075,USR000559,Complaint,Support response is too slow.,High,Neutral,Web,2026-02-07
FDBK00011800,PROJ000031,USR000482,Improvement,Enhance dashboard usability.,High,Negative,Web,2026-04-05
FDBK00011801,PROJ000028,USR000629,Feature Request,Add dark mode support.,Low,Neutral,Support Ticket,2025-02-27
FDBK00011802,PROJ000046,USR000588,Praise,Very intuitive interface.,Medium,Neutral,Web,2025-03-13
FDBK00011803,PROJ000247,USR000484,Bug Report,Application crashes while generating reports.,Low,Negative,Email,2026-05-11
FDBK00011804,PROJ000101,USR000712,Question,Where can I export analytics?,Critical,Positive,Support Ticket,2024-09-05
FDBK00011805,PROJ000217,USR000775,Feature Request,Support multilingual interface.,Critical,Negative,Mobile,2026-05-13
FDBK00011806,PROJ000092,USR000017,Feature Request,Provide export to PDF option.,Critical,Neutral,Email,2026-01-30
FDBK00011807,PROJ000204,USR000070,Complaint,Support response is too slow.,Critical,Neutral,Survey,2026-01-11
FDBK00011808,PROJ000133,USR000660,Complaint,Support response is too slow.,High,Neutral,Mobile,2025-11-16
FDBK00011809,PROJ000056,USR000001,Bug Report,Search results are inaccurate.,Low,Positive,Web,2025-11-13
FDBK00011810,PROJ000232,USR000446,Question,Can I restore deleted tickets?,Medium,Positive,Mobile,2025-01-24
FDBK00011811,PROJ000213,USR000196,Feature Request,Support multilingual interface.,Medium,Negative,Web,2026-02-03
FDBK00011812,PROJ000146,USR000518,Feature Request,Enable custom dashboard widgets.,Low,Positive,Mobile,2026-01-12
FDBK00011813,PROJ000099,USR000235,Bug Report,Application crashes while generating reports.,Low,Negative,Mobile,2026-02-23
FDBK00011814,PROJ000038,USR000343,Praise,AI suggestions are extremely useful.,High,Negative,Support Ticket,2024-09-28
FDBK00011815,PROJ000031,USR000015,Bug Report,Application crashes while generating reports.,Critical,Neutral,Mobile,2025-02-07
FDBK00011816,PROJ000197,USR000091,Improvement,Reduce loading times.,Low,Positive,Mobile,2025-12-31
FDBK00011817,PROJ000220,USR000156,Praise,AI suggestions are extremely useful.,High,Neutral,Survey,2025-05-04
FDBK00011818,PROJ000025,USR000265,Feature Request,Support multilingual interface.,High,Positive,Web,2024-08-30
FDBK00011819,PROJ000124,USR000691,Improvement,Reduce loading times.,Medium,Positive,Support Ticket,2025-09-26
FDBK00011820,PROJ000223,USR000627,Bug Report,Application crashes while generating reports.,Low,Positive,Mobile,2024-09-17
FDBK00011821,PROJ000101,USR000313,Bug Report,Dashboard takes too long to load.,Critical,Neutral,Email,2025-11-07
FDBK00011822,PROJ000191,USR000330,Praise,Fast and reliable platform.,Critical,Positive,Support Ticket,2025-05-01
FDBK00011823,PROJ000080,USR000190,Praise,Fast and reliable platform.,Critical,Negative,Survey,2025-09-22
FDBK00011824,PROJ000163,USR000559,Feature Request,Add dark mode support.,Critical,Positive,Survey,2025-07-04
FDBK00011825,PROJ000154,USR000061,Bug Report,Notification emails are duplicated.,Critical,Negative,Web,2025-09-05
FDBK00011826,PROJ000099,USR000710,Complaint,Workflow is confusing.,Critical,Neutral,Web,2024-12-31
FDBK00011827,PROJ000008,USR000413,Bug Report,Notification emails are duplicated.,Medium,Neutral,Web,2026-05-22
FDBK00011828,PROJ000197,USR000352,Question,How do permissions work?,High,Negative,Web,2026-01-09
FDBK00011829,PROJ000191,USR000463,Complaint,Too many unnecessary notifications.,High,Positive,Mobile,2024-07-26
FDBK00011830,PROJ000083,USR000225,Improvement,Optimize search experience.,Critical,Positive,Support Ticket,2025-09-02
FDBK00011831,PROJ000187,USR000023,Praise,Great collaboration features.,Low,Positive,Email,2025-12-04
FDBK00011832,PROJ000153,USR000575,Improvement,Reduce loading times.,Critical,Neutral,Web,2025-04-19
FDBK00011833,PROJ000182,USR000048,Question,Is API access available?,High,Neutral,Support Ticket,2026-05-05
FDBK00011834,PROJ000033,USR000299,Question,Can I restore deleted tickets?,Medium,Neutral,Email,2026-01-02
FDBK00011835,PROJ000098,USR000111,Question,Can I restore deleted tickets?,Low,Positive,Support Ticket,2024-08-17
FDBK00011836,PROJ000077,USR000459,Bug Report,Notification emails are duplicated.,Critical,Positive,Web,2026-02-19
FDBK00011837,PROJ000121,USR000287,Bug Report,Login page becomes unresponsive after timeout.,Low,Negative,Support Ticket,2025-09-23
FDBK00011838,PROJ000125,USR000010,Improvement,Simplify navigation menus.,Critical,Negative,Survey,2024-08-02
FDBK00011839,PROJ000063,USR000469,Complaint,Too many unnecessary notifications.,High,Positive,Email,2025-04-27
FDBK00011840,PROJ000178,USR000323,Complaint,Too many unnecessary notifications.,Critical,Neutral,Web,2025-06-23
FDBK00011841,PROJ000213,USR000342,Feature Request,Support multilingual interface.,Low,Neutral,Support Ticket,2024-08-20
FDBK00011842,PROJ000091,USR000111,Question,Can I restore deleted tickets?,Critical,Negative,Email,2024-10-10
FDBK00011843,PROJ000201,USR000626,Improvement,Enhance dashboard usability.,Low,Negative,Support Ticket,2026-05-03
FDBK00011844,PROJ000158,USR000039,Question,Where can I export analytics?,High,Positive,Support Ticket,2026-06-10
FDBK00011845,PROJ000057,USR000638,Bug Report,Notification emails are duplicated.,Critical,Neutral,Email,2025-03-15
FDBK00011846,PROJ000025,USR000467,Question,How do permissions work?,Critical,Positive,Email,2026-02-08
FDBK00011847,PROJ000092,USR000032,Praise,AI suggestions are extremely useful.,High,Neutral,Survey,2026-06-02
FDBK00011848,PROJ000129,USR000206,Bug Report,Search results are inaccurate.,Critical,Neutral,Web,2025-05-23
FDBK00011849,PROJ000128,USR000053,Praise,Excellent dashboard experience.,Low,Negative,Email,2025-12-03
FDBK00011850,PROJ000131,USR000324,Improvement,Improve application performance.,Medium,Neutral,Web,2025-05-08
FDBK00011851,PROJ000181,USR000572,Complaint,Reports are difficult to understand.,Low,Positive,Survey,2026-05-15
FDBK00011852,PROJ000012,USR000718,Feature Request,Integrate with Slack notifications.,High,Positive,Survey,2025-07-27
FDBK00011853,PROJ000206,USR000496,Question,Is API access available?,Low,Negative,Web,2026-03-19
FDBK00011854,PROJ000131,USR000799,Bug Report,Notification emails are duplicated.,High,Neutral,Support Ticket,2025-09-01
FDBK00011855,PROJ000093,USR000015,Feature Request,Provide export to PDF option.,Critical,Positive,Survey,2025-07-12
FDBK00011856,PROJ000031,USR000230,Praise,AI suggestions are extremely useful.,Low,Positive,Web,2026-02-18
FDBK00011857,PROJ000060,USR000609,Praise,Great collaboration features.,High,Positive,Survey,2025-11-25
FDBK00011858,PROJ000123,USR000667,Complaint,Support response is too slow.,High,Neutral,Web,2025-09-26
FDBK00011859,PROJ000079,USR000692,Feature Request,Add dark mode support.,Low,Positive,Email,2025-11-09
FDBK00011860,PROJ000123,USR000160,Bug Report,Dashboard takes too long to load.,Low,Negative,Web,2025-04-21
FDBK00011861,PROJ000012,USR000101,Question,How do permissions work?,High,Positive,Email,2025-12-10
FDBK00011862,PROJ000028,USR000374,Improvement,Optimize search experience.,Medium,Negative,Support Ticket,2025-05-25
FDBK00011863,PROJ000142,USR000617,Complaint,Workflow is confusing.,Low,Neutral,Mobile,2024-10-30
FDBK00011864,PROJ000238,USR000304,Complaint,Support response is too slow.,Low,Negative,Survey,2024-11-11
FDBK00011865,PROJ000179,USR000176,Complaint,Application freezes frequently.,Medium,Positive,Support Ticket,2025-10-31
FDBK00011866,PROJ000025,USR000129,Feature Request,Enable custom dashboard widgets.,Low,Neutral,Support Ticket,2026-06-21
FDBK00011867,PROJ000015,USR000474,Improvement,Enhance dashboard usability.,Critical,Neutral,Mobile,2026-07-21
FDBK00011868,PROJ000168,USR000378,Feature Request,Add dark mode support.,High,Positive,Web,2024-11-01
FDBK00011869,PROJ000136,USR000465,Praise,Fast and reliable platform.,Critical,Negative,Web,2024-10-26
FDBK00011870,PROJ000014,USR000736,Feature Request,Add dark mode support.,High,Positive,Support Ticket,2026-05-02
FDBK00011871,PROJ000027,USR000510,Improvement,Optimize search experience.,Medium,Neutral,Support Ticket,2026-02-06
FDBK00011872,PROJ000018,USR000471,Improvement,Simplify navigation menus.,Critical,Positive,Support Ticket,2026-05-04
FDBK00011873,PROJ000234,USR000672,Praise,Excellent dashboard experience.,Medium,Neutral,Support Ticket,2024-08-21
FDBK00011874,PROJ000063,USR000729,Improvement,Reduce loading times.,Medium,Neutral,Web,2026-07-18
FDBK00011875,PROJ000065,USR000460,Complaint,Support response is too slow.,Medium,Positive,Mobile,2025-05-04
FDBK00011876,PROJ000061,USR000655,Feature Request,Provide export to PDF option.,Critical,Negative,Web,2024-08-18
FDBK00011877,PROJ000014,USR000543,Improvement,Optimize search experience.,Medium,Positive,Support Ticket,2025-05-28
FDBK00011878,PROJ000160,USR000400,Complaint,Too many unnecessary notifications.,High,Positive,Web,2025-01-18
FDBK00011879,PROJ000028,USR000297,Improvement,Optimize search experience.,Medium,Neutral,Web,2025-10-16
FDBK00011880,PROJ000024,USR000248,Bug Report,Login page becomes unresponsive after timeout.,Medium,Neutral,Survey,2025-11-12
FDBK00011881,PROJ000242,USR000324,Praise,Great collaboration features.,High,Negative,Web,2025-03-21
FDBK00011882,PROJ000022,USR000157,Complaint,Workflow is confusing.,Low,Neutral,Survey,2025-12-29
FDBK00011883,PROJ000030,USR000121,Complaint,Support response is too slow.,High,Negative,Survey,2025-11-11
FDBK00011884,PROJ000093,USR000306,Feature Request,Provide export to PDF option.,High,Neutral,Survey,2024-08-30
FDBK00011885,PROJ000149,USR000167,Bug Report,Login page becomes unresponsive after timeout.,High,Positive,Web,2026-02-13
FDBK00011886,PROJ000122,USR000134,Bug Report,Notification emails are duplicated.,Medium,Positive,Mobile,2024-09-28
FDBK00011887,PROJ000194,USR000352,Improvement,Reduce loading times.,Low,Negative,Mobile,2024-10-20
FDBK00011888,PROJ000115,USR000726,Bug Report,Login page becomes unresponsive after timeout.,Critical,Neutral,Survey,2026-04-05
FDBK00011889,PROJ000183,USR000712,Bug Report,Dashboard takes too long to load.,Critical,Negative,Email,2026-05-31
FDBK00011890,PROJ000010,USR000447,Feature Request,Enable custom dashboard widgets.,Medium,Positive,Email,2025-01-23
FDBK00011891,PROJ000142,USR000016,Bug Report,Search results are inaccurate.,Low,Negative,Email,2026-06-08
FDBK00011892,PROJ000144,USR000085,Improvement,Optimize search experience.,Low,Neutral,Web,2026-07-01
FDBK00011893,PROJ000116,USR000320,Praise,Great collaboration features.,Medium,Positive,Web,2025-09-15
FDBK00011894,PROJ000056,USR000422,Praise,Great collaboration features.,Critical,Negative,Email,2024-11-06
FDBK00011895,PROJ000064,USR000371,Question,How do permissions work?,High,Neutral,Web,2024-09-29
FDBK00011896,PROJ000075,USR000487,Bug Report,Application crashes while generating reports.,Critical,Negative,Mobile,2026-06-20
FDBK00011897,PROJ000243,USR000182,Feature Request,Integrate with Slack notifications.,Critical,Negative,Support Ticket,2024-12-07
FDBK00011898,PROJ000218,USR000713,Question,How do I archive projects?,High,Neutral,Web,2024-10-15
FDBK00011899,PROJ000221,USR000467,Complaint,Application freezes frequently.,High,Neutral,Email,2025-10-20
FDBK00011900,PROJ000172,USR000080,Praise,AI suggestions are extremely useful.,Critical,Negative,Email,2025-05-21
FDBK00011901,PROJ000250,USR000663,Complaint,Workflow is confusing.,High,Negative,Support Ticket,2024-11-23
FDBK00011902,PROJ000053,USR000691,Improvement,Improve application performance.,High,Negative,Survey,2025-11-27
FDBK00011903,PROJ000230,USR000552,Complaint,Too many unnecessary notifications.,Medium,Negative,Email,2025-01-30
FDBK00011904,PROJ000186,USR000387,Improvement,Optimize search experience.,High,Positive,Email,2025-10-31
FDBK00011905,PROJ000105,USR000563,Praise,AI suggestions are extremely useful.,Critical,Negative,Support Ticket,2025-11-27
FDBK00011906,PROJ000144,USR000188,Question,Can I restore deleted tickets?,High,Neutral,Support Ticket,2025-10-15
FDBK00011907,PROJ000201,USR000533,Improvement,Optimize search experience.,Low,Negative,Mobile,2024-08-12
FDBK00011908,PROJ000238,USR000214,Improvement,Improve application performance.,Medium,Neutral,Mobile,2025-02-01
FDBK00011909,PROJ000198,USR000002,Feature Request,Provide export to PDF option.,High,Neutral,Mobile,2024-11-03
FDBK00011910,PROJ000128,USR000574,Praise,Great collaboration features.,High,Positive,Mobile,2026-02-15
